chunk_id,page,content
Principles-of-Managerial-Accounting-profitability::chunk_570,443,"Refer to the data in Exhibit 11-2 f or Ancient Cities
Tours. The payback period is c alculated as the in vestment
required divided by the annual net c ash inflow from the
project. The data in Exhibit 11-2 gives net operating income,
which includes deprecation expense. Depreciation expense is
a non-cash expense. When net operating income is provided,
depreciation e xpense is adde d b ack to arriv e at net c ash
inflow. Net cash inflows for the Diamond LX and VIP Express
are $126,000 ($73,000 + 53,000) and $148,680 ($76,980 +
71,700), respectively.
The Diamond LX model’s payback period is $690,000 /
126,000 = 5.48 years.
The VIP Express model ’s payback period is $810,000 /
148,680 = 5.45 years.
Maya will re cover the c osts of both in vestments in
approximately 5.5 years. As a general rule, a shorter payback
period is preferable.
While the p ayback period method is eas y to use, its"
Principles-of-Managerial-Accounting-profitability::chunk_571,443,"period is preferable.
While the p ayback period method is eas y to use, its
disadvantages are signific ant. First, this method does not
consider the actual profitability of a project. And second, this
method does not consider the time value of money. The time
CAPITAL BUDGETING DECISION MAKING | 427"
Principles-of-Managerial-Accounting-profitability::chunk_572,444,"value of money concept states that money available today is
inherently worth more than an identical amount of money
available in the future. The time value of money is explored in
more detail later in this chapter.
Check your understanding LO1
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=148#h5p-200
Simple rate of return LO2
The simple rate of return method is a straightforward method
used to c ompute an appro ximate rate of return f or an
investment or project. The formula to calculate the simple rate
of return includes the investment required for the project and
428 | CAPITAL BUDGETING DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_573,445,"the annual net operating income or cost savings resulting from
the project.
Investment required
The required investment is the project’s cost less the trade-
in or salvage value received for any assets exchanged in the
transaction. The investment required is the same input used
to compute the payback period. Recall the example in which
Jill purchases a new car for $12,000. She receives $3,000 for
trading in her old car. The required investment in the new car
is $12,000 – 3,000 = $9,000.
Annual net operating income
Annual net operating inc ome resents the in vestment’s
revenues less its expenses. Since this method uses annual net
operating income, depreciation expense is include d in the
calculation. If annual net c ash flow is giv en, depreciation
expense must be calculated and subtracted from net annual
cash flow to arrive at net operating income."
Principles-of-Managerial-Accounting-profitability::chunk_574,445,"expense must be calculated and subtracted from net annual
cash flow to arrive at net operating income.
The f ormula to c ompute the simp le rate of return is
presented in Exhibit 11-3.
Exhibit 11-3 Simple rate of return formula
CAPITAL BUDGETING DECISION MAKING | 429"
Principles-of-Managerial-Accounting-profitability::chunk_575,446,"The simple rate of return method is often use d as an
investment screening tool rather than a final selection tool.
The advantage of this method is that it can be used to screen
several c ompeting proje cts quickly . F or e xample, some
organizations prefer to invest in projects with a minimum rate
of return. This tool can identify the investments that meet a
specific minimum rate of return.
Refer to the data in Exhibit 11-2 for Ancient Cities Tours.
The simple rate of return is calculated as the project’s annual
net operating income divided by the investment required. The
investment required and annual net operating inc ome are
provided in Exhibit 11-2.
The Diamond LX model’s simple rate of return is $73,000
/ $690,000 = 10.6%
The VIP Express model’s simple rate of return is $76,980 /
$810,000 = 9.5%
A higher simple rate of return is preferable. The simple rate"
Principles-of-Managerial-Accounting-profitability::chunk_576,446,"$810,000 = 9.5%
A higher simple rate of return is preferable. The simple rate
of return for the Diamond LX model is 1.1% higher than the
VIP Express model. While this is good information, especially
during the initial screening phase, the simple rate of return
method has limitations. Like the payback period, this method
does not consider the time value of money. Another limitation
is that the simple rate of return method does not consider
the project’s useful life. And finally, this method can only be
applied to investments that yield consistent operating income
over the project’s life.
430 | CAPITAL BUDGETING DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_577,447,"Video Illustration 11-1:
Payback period and simple
rate of return illustrated LO1
Isabella owns a small machine shop that
develops prototypes for metal products. She
would like to purchase a new machine capable of
creating custom steel tools. She is considered
two different models.
The A model would cost $420,000, generate
$260,000 in annual cash revenues, and $120,000
in annual cash operating costs. The A model has
a 10-year useful life.
The B model would cost $360,000, generate
$180,000 in annual cash revenues, and $60,000
in annual cash operating cost. The B model has
an 8-year useful life.
Compute the payback period and simple rate of
return for both machines.
Exhibit 11-4 Template to compute payback
period, simple rate of return, and video
explanation.
CAPITAL BUDGETING DECISION MAKING | 431"
Principles-of-Managerial-Accounting-profitability::chunk_578,448,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/11+Capital+budgeting+Video+Illustration+11-1/
1_zg4n4d1n
Check your understanding LO2
432 | CAPITAL BUDGETING DECISION MAKING"
Principles-of-Managerial-Accounting-profitability::chunk_579,449,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=148#h5p-167
Time value of money LO3
The time value of money concept states that money available
today is inherently worth more than an identical amount of
money available in the future. For example, $1,000,000 paid
today is intrinsically worth more than $1,000,000 payable at
the end of the year. There are two financial reasons for this.
The first factor is the concept of inflation. Inflation is an
economic concept that measures the general increase in prices
and the resulting decline in the purchasing value of money
over a period of time. Inflation typically occurs gradually over
a long period of time, so it is often ignored in capital budgeting
decisions.
The second reason, interest or return on in vestment, is"
Principles-of-Managerial-Accounting-profitability::chunk_580,449,"decisions.
The second reason, interest or return on in vestment, is
relevant to capital budgeting decisions. Money today is worth
CAPITAL BUDGETING DECISION MAKING | 433"
Principles-of-Managerial-Accounting-profitability::chunk_581,450,"more than money in the future because it can be used today
to generate interest or a return. Money available today can be
invested in an interest-bearing investment or an organizational
project yielding a return on that in vestment. For example,
assume that $1,000,000 is available today and can be invested
in a sa vings ac count yielding 3% interest. In this c ase,
$1,000,000 today becomes $1,000,000 x 1.03 = $1,030,000
one year from now. Or, a business could invest $1,000,000
in a new product that yields a 15% return. The $1,000,000
investment today would be worth $1,150,000 one year from
now.
Since the formula to calculate interest is constant (principal
x rate x time), mathematical tables, known as present value
and future value tables, have been developed to determine the
discount factors for many different interest or return rates and"
